caseId,sourceName,articleTitle,articleUrl,scope,canonicalEntity,entityType,eventType,publishBlocked,failureCodes,recommendedFixes
67fe756b77514c1f,Variety,Jimmy Kimmel Airs Photo of Melania Trump and Jeffrey Epstein After First Lady Makes Public Address Denying Epstein Ties,https://variety.com/2026/tv/news/jimmy-kimmel-melania-trump-jeffrey-epstein-photo-1236713229/,not_screenrender_core,never been friends with Epstein.,other,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
e182e1868a119c38,Variety,Nike Ja 3 ‘Jurassic Park’ Sneakers: Here’s Where to Score the Signature Shoes Online,https://variety.com/2026/shopping/news/nike-ja-3-jurassic-park-raptor-sneakers-buy-online-1236710482/,not_screenrender_core,Jurassic Park,other,shopping,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
9cd7b3886248876f,Deadline,BAFTA Apologizes “Unreservedly” To Black & Disabled Communities For Racial Slur Debacle After Review Finds “Number Of Structural Weaknesses” In Its Awards Planning,https://deadline.com/2026/04/bafta-apologizes-n-word-debacle-publishes-review-1236786350/,not_screenrender_core,Unreservedly,other,other,true,CAPTION_BROKEN_QUOTE|CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Reject broken quote fragments before captions can pass final validation.|Validate caption headline entity against canonical media title and allowed entities.
9f06698041983821,THR,Some NYU Film Students Will Now Be Given Tools to Make Movies With AI (Exclusive),https://www.hollywoodreporter.com/movies/movie-news/nyu-film-school-runway-ai-tools-spike-lee-1236560902/,not_screenrender_core,Some NYU Film Students,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
17c4019e1a6d5dbf,ComicBook,Follow-Up to 2026’s Cult-Hit Horror Confirmed (& It’s What Fans Want),https://comicbook.com/movies/news/follow-up-to-2026s-cult-hit-horror-confirmed-its-what-fans-want/,not_screenrender_core,Tuason told Phantasmag .,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
6b96608bc57feb69,ComicBook,"Nintendo Game Boy Game Officially Returns Next Week, 35 Years Later",https://comicbook.com/gaming/news/nintendo-game-boy-new-release-2026/,not_screenrender_core,Nintendo Game Boy Game,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
9e3250ede6969d2e,ComicBook,Thrash Stars Reveal What Makes Netflix’s New Shark Movie Different From B Movies Like Sharknado (Exclusive),https://comicbook.com/movies/news/thrash-stars-reveal-what-makes-netflixs-new-shark-movie-different-from-b-movies-like-sharknado-exclusive/,not_screenrender_core,New Shark,other,shopping,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_HEADLINE_JUNK|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_PACKAGE_LABEL_LEAK|CAPTION_MALFORMED_HEADLINE,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Strip outlet package labels before deterministic caption generation.
5d5323a9bcb7dec4,ComicBook,A Harry Potter Star’s Lowest Rated Movie Just Became Free to Stream,https://comicbook.com/movies/news/a-harry-potter-stars-lowest-rated-movie-just-became-free-to-stream/,not_screenrender_core,s Lowest Rated Movie Just Became Free to Stream A Harry Potter Star,other,shopping,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_HEADLINE_JUNK|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_PACKAGE_LABEL_LEAK|CAPTION_MALFORMED_HEADLINE,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Strip outlet package labels before deterministic caption generation.
926d7a91f5e65d23,TheWrap,"Lionsgate, Tubi Execs Share Their Secret to Creator Success in Hollywood",https://www.thewrap.com/industry-news/business/creator-business-hollywood-brad-haugen-dunia-mcneily-kudzi-chikumbu-panel-interview/,not_screenrender_core,Haugen said.,other,shopping,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
53f7ee3996a6358e,TheWrap,"Creators Get Candid on Their Booming, Challenging Business: ‘You Need to Be Everywhere’ | Video",https://www.thewrap.com/industry-news/business/issa-rae-dhar-mann-creators-hollywood-future/,not_screenrender_core,Kim said. The microdramas boom (new Image()).src =,other,shopping,true,CAPTION_CONTAINS_HTML_ENTITY|CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_HTML_ENTITY_LEAK,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Normalize HTML entities before quote validation and final caption validation.|Validate caption headline entity against canonical media title and allowed entities.
06d90d7c784b4aae,TheWrap,"BAFTA Board Apologizes, Sets 3-Step Plan to Ensure ‘Sinners’ N-Word Incident Doesn’t Happen Again",https://www.thewrap.com/creative-content/movies/bafta-board-apologizes-sinners-n-word-bbc-next-steps/,not_screenrender_core,Sinners,other,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
cc0c11026c13e169,ComicBook,Lightsabers Have Never Looked Better Than Star Wars’ New TV Show,https://comicbook.com/tv-shows/feature/lightsabers-have-never-looked-better-than-star-wars-new-tv-show/,not_screenrender_core,"laser swords,",other,shopping,true,CAPTION_BROKEN_QUOTE|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Reject broken quote fragments before captions can pass final validation.
c6b2da483c1b9ec6,ComicBook,5 Best Comic Books Based on Video Games (And #1 Isn’t Isn’t Injustice),https://comicbook.com/comics/list/5-best-comic-books-based-on-video-games-and-1-isnt-isnt-injustice/,not_screenrender_core,Best Comic Books Based,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
fb0a44db3d978b3c,ComicBook,An Exciting New Terminator 2 Game Is On The Way (And It’s Co-Op),https://comicbook.com/gaming/news/an-exciting-new-terminator-2-game-is-on-the-way-and-its-co-op/,not_screenrender_core,An Exciting New Terminator,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
ad3c5952561f0130,ComicBook,First Look at the Harry Potter Reboot’s Most Important Missing Movie Character Revealed (& It Changes The Books Again),https://comicbook.com/tv-shows/news/first-look-at-the-harry-potter-reboots-most-important-missing-movie-character-revealed-it-changes-the-books-again/,not_screenrender_core,First Look,other,shopping,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
d10be6989602d529,IndieWire,The WGA’s Tentative Deal Gets Writers a Big Boost with Healthcare — and Sets the Tone for the Other Guilds,https://www.indiewire.com/news/analysis/wga-tentative-deal-means-writers-other-guilds-analysis-1235188279/,not_screenrender_core,The WGA's Tentative Deal,other,shopping,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
ebcf54edcface499,SlashFilm,Stormtroopers Take The Spotlight In Disney Store's New Star Wars Day 2026 Merchandise [Exclusive],https://www.slashfilm.com/2144418/stormtroopers-disney-store-star-wars-day-2026-merchandise/,not_screenrender_core,Stormtroopers Take The Spotlight,other,shopping,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
